Location,Year,Area,Price
sector 5 Mubarikpur road derabassi,2018,1200,1939227.26
sector 5 Mubarikpur road derabassi,2017,1200,1846883.11
sector 5 Mubarikpur road derabassi,2016,1200,1758936.29
sector 5 Mubarikpur road derabassi,2015,1200,1675177.42
sector 5 Mubarikpur road derabassi,2014,1200,1595407.07
sector 5 Mubarikpur road derabassi,2023,1320,2775000.0
sector 5 Mubarikpur road derabassi,2022,1320,2642857.14
sector 5 Mubarikpur road derabassi,2021,1320,2517006.8
sector 5 Mubarikpur road derabassi,2020,1320,2397149.34
sector 5 Mubarikpur road derabassi,2019,1320,2282999.37
sector 5 Mubarikpur road derabassi,2018,1320,2174285.11
sector 5 Mubarikpur road derabassi,2017,1320,2070747.73
sector 5 Mubarikpur road derabassi,2016,1320,1972140.69
sector 5 Mubarikpur road derabassi,2015,1320,1878229.23
sector 5 Mubarikpur road derabassi,2014,1320,1788789.74
Ambala Highway,2023,1810,6500000.0
Ambala Highway,2022,1810,6190476.19
Ambala Highway,2021,1810,5895691.61
Ambala Highway,2020,1810,5614944.39
Ambala Highway,2019,1810,5347566.09
Ambala Highway,2018,1810,5092920.08
Ambala Highway,2017,1810,4850400.08
Ambala Highway,2016,1810,4619428.65
Ambala Highway,2015,1810,4399455.85
Ambala Highway,2014,1810,4189957.96
Gazipur Road,2023,1000,2690000.0
Gazipur Road,2022,1000,2561904.76
Gazipur Road,2021,1000,2439909.3
Gazipur Road,2020,1000,2323723.14
Gazipur Road,2019,1000,2213069.66
Gazipur Road,2018,1000,2107685.39
Gazipur Road,2017,1000,2007319.42
Gazipur Road,2016,1000,1911732.78
Gazipur Road,2015,1000,1820697.88
Gazipur Road,2014,1000,1733997.98
Mohali Sector 127,2023,540,1590000.0
Mohali Sector 127,2022,540,1514285.71
Mohali Sector 127,2021,540,1442176.87
Mohali Sector 127,2020,540,1373501.78
Mohali Sector 127,2019,540,1308096.93
Mohali Sector 127,2018,540,1245806.6
Mohali Sector 127,2017,540,1186482.48
Mohali Sector 127,2016,540,1129983.31
Mohali Sector 127,2015,540,1076174.59
Mohali Sector 127,2014,540,1024928.18
sector 5 Mubarikpur road derabassi,2023,1120,2475000.0
sector 5 Mubarikpur road derabassi,2022,1120,2357142.86
sector 5 Mubarikpur road derabassi,2021,1120,2244897.96
sector 5 Mubarikpur road derabassi,2020,1120,2137998.06
sector 5 Mubarikpur road derabassi,2019,1120,2036188.63
sector 5 Mubarikpur road derabassi,2018,1120,1939227.26
sector 5 Mubarikpur road derabassi,2017,1120,1846883.11
sector 5 Mubarikpur road derabassi,2016,1120,1758936.29
sector 5 Mubarikpur road derabassi,2015,1120,1675177.42
sector 5 Mubarikpur road derabassi,2014,1120,1595407.07
Ambala Highway,2023,1739,6490000.0
Ambala Highway,2022,1739,6180952.38
Ambala Highway,2021,1739,5886621.32
Ambala Highway,2020,1739,5606306.01
Ambala Highway,2019,1739,5339339.06
Ambala Highway,2018,1739,5085084.82
Ambala Highway,2017,1739,4842937.92
Ambala Highway,2016,1739,4612321.83
Ambala Highway,2015,1739,4392687.46
Ambala Highway,2014,1739,4183511.87
Ambala Highway,2023,1720,6490000.0
Ambala Highway,2022,1720,6180952.38
Ambala Highway,2021,1720,5886621.32
Ambala Highway,2020,1720,5606306.01
Ambala Highway,2019,1720,5339339.06
Ambala Highway,2018,1720,5085084.82
Ambala Highway,2017,1720,4842937.92
Ambala Highway,2016,1720,4612321.83
Ambala Highway,2015,1720,4392687.46
Ambala Highway,2014,1720,4183511.87
sector 5 Mubarikpur road derabassi,2023,1120,2475000.0
sector 5 Mubarikpur road derabassi,2022,1120,2357142.86
sector 5 Mubarikpur road derabassi,2021,1120,2244897.96
sector 5 Mubarikpur road derabassi,2020,1120,2137998.06
sector 5 Mubarikpur road derabassi,2019,1120,2036188.63
sector 5 Mubarikpur road derabassi,2018,1120,1939227.26
sector 5 Mubarikpur road derabassi,2017,1120,1846883.11
sector 5 Mubarikpur road derabassi,2016,1120,1758936.29
sector 5 Mubarikpur road derabassi,2015,1120,1675177.42
sector 5 Mubarikpur road derabassi,2014,1120,1595407.07
Patiala Road,2023,1845,6750000.0
Patiala Road,2022,1845,6428571.43
Patiala Road,2021,1845,6122448.98
Patiala Road,2020,1845,5830903.79
Patiala Road,2019,1845,5553241.7
Patiala Road,2018,1845,5288801.62
Patiala Road,2017,1845,5036953.93
Patiala Road,2016,1845,4797098.98
Patiala Road,2015,1845,4568665.69
Patiala Road,2014,1845,4351110.18
SEC 115 MOHALI KHARAR LANDRAN ROAD,2023,810,5090000.0
SEC 115 MOHALI KHARAR LANDRAN ROAD,2022,810,4847619.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2021,810,4616780.05
SEC 115 MOHALI KHARAR LANDRAN ROAD,2020,810,4396933.38
SEC 115 MOHALI KHARAR LANDRAN ROAD,2019,810,4187555.6
SEC 115 MOHALI KHARAR LANDRAN ROAD,2018,810,3988148.19
SEC 115 MOHALI KHARAR LANDRAN ROAD,2017,810,3798236.37
SEC 115 MOHALI KHARAR LANDRAN ROAD,2016,810,3617367.97
SEC 115 MOHALI KHARAR LANDRAN ROAD,2015,810,3445112.35
SEC 115 MOHALI KHARAR LANDRAN ROAD,2014,810,3281059.38
Mohali Sector 127,2023,550,1690000.0
Mohali Sector 127,2022,550,1609523.81
Mohali Sector 127,2021,550,1532879.82
Mohali Sector 127,2020,550,1459885.54
Mohali Sector 127,2019,550,1390367.18
Mohali Sector 127,2018,550,1324159.22
Mohali Sector 127,2017,550,1261104.02
Mohali Sector 127,2016,550,1201051.45
Mohali Sector 127,2015,550,1143858.52
Mohali Sector 127,2014,550,1089389.07
sector 5 Mubarikpur road derabassi,2023,1120,2475000.0
sector 5 Mubarikpur road derabassi,2022,1120,2357142.86
sector 5 Mubarikpur road derabassi,2021,1120,2244897.96
sector 5 Mubarikpur road derabassi,2020,1120,2137998.06
sector 5 Mubarikpur road derabassi,2019,1120,2036188.63
sector 5 Mubarikpur road derabassi,2018,1120,1939227.26
sector 5 Mubarikpur road derabassi,2017,1120,1846883.11
sector 5 Mubarikpur road derabassi,2016,1120,1758936.29
sector 5 Mubarikpur road derabassi,2015,1120,1675177.42
sector 5 Mubarikpur road derabassi,2014,1120,1595407.07
Dera Bassi,2023,1550,3590000.0
Dera Bassi,2022,1550,3419047.62
Dera Bassi,2021,1550,3256235.83
Dera Bassi,2020,1550,3101176.98
Dera Bassi,2019,1550,2953501.88
Dera Bassi,2018,1550,2812858.94
Dera Bassi,2017,1550,2678913.27
Dera Bassi,2016,1550,2551345.98
Dera Bassi,2015,1550,2429853.31
Dera Bassi,2014,1550,2314146.01
Dera Bassi,2023,1550,3590000.0
Dera Bassi,2022,1550,3419047.62
Dera Bassi,2021,1550,3256235.83
Dera Bassi,2020,1550,3101176.98
Dera Bassi,2019,1550,2953501.88
Dera Bassi,2018,1550,2812858.94
Dera Bassi,2017,1550,2678913.27
Dera Bassi,2016,1550,2551345.98
Dera Bassi,2015,1550,2429853.31
Dera Bassi,2014,1550,2314146.01
Dera Bassi,2023,1550,3590000.0
Dera Bassi,2022,1550,3419047.62
Dera Bassi,2021,1550,3256235.83
Dera Bassi,2020,1550,3101176.98
Dera Bassi,2019,1550,2953501.88
Dera Bassi,2018,1550,2812858.94
Dera Bassi,2017,1550,2678913.27
Dera Bassi,2016,1550,2551345.98
Dera Bassi,2015,1550,2429853.31
Dera Bassi,2014,1550,2314146.01
Dera Bassi,2023,1250,3290000.0
Dera Bassi,2022,1250,3133333.33
Dera Bassi,2021,1250,2984126.98
Dera Bassi,2020,1250,2842025.7
Dera Bassi,2019,1250,2706691.14
Dera Bassi,2018,1250,2577801.09
Dera Bassi,2017,1250,2455048.65
Dera Bassi,2016,1250,2338141.58
Dera Bassi,2015,1250,2226801.5
Dera Bassi,2014,1250,2120763.33
Dera Bassi,2023,1250,3290000.0
Dera Bassi,2022,1250,3133333.33
Dera Bassi,2021,1250,2984126.98
Dera Bassi,2020,1250,2842025.7
Dera Bassi,2019,1250,2706691.14
Dera Bassi,2018,1250,2577801.09
Dera Bassi,2017,1250,2455048.65
Dera Bassi,2016,1250,2338141.58
Dera Bassi,2015,1250,2226801.5
Dera Bassi,2014,1250,2120763.33
sector 5 Mubarikpur road derabassi,2023,1110,2475000.0
sector 5 Mubarikpur road derabassi,2022,1110,2357142.86
sector 5 Mubarikpur road derabassi,2021,1110,2244897.96
sector 5 Mubarikpur road derabassi,2020,1110,2137998.06
sector 5 Mubarikpur road derabassi,2019,1110,2036188.63
sector 5 Mubarikpur road derabassi,2018,1110,1939227.26
sector 5 Mubarikpur road derabassi,2017,1110,1846883.11
sector 5 Mubarikpur road derabassi,2016,1110,1758936.29
sector 5 Mubarikpur road derabassi,2015,1110,1675177.42
sector 5 Mubarikpur road derabassi,2014,1110,1595407.07
Kharar Mohali,2023,990,3470000.0
Kharar Mohali,2022,990,3304761.9
Kharar Mohali,2021,990,3147392.29
Kharar Mohali,2020,990,2997516.47
Kharar Mohali,2019,990,2854777.59
Kharar Mohali,2018,990,2718835.8
Kharar Mohali,2017,990,2589367.43
Kharar Mohali,2016,990,2466064.22
Kharar Mohali,2015,990,2348632.59
Kharar Mohali,2014,990,2236792.94
Kharar Mohali,2023,990,3480000.0
Kharar Mohali,2022,990,3314285.71
Kharar Mohali,2021,990,3156462.59
Kharar Mohali,2020,990,3006154.84
Kharar Mohali,2019,990,2863004.61
Kharar Mohali,2018,990,2726671.06
Kharar Mohali,2017,990,2596829.58
Kharar Mohali,2016,990,2473171.03
Kharar Mohali,2015,990,2355400.98
Kharar Mohali,2014,990,2243239.03
New Chandigarh Mullanpur,2023,1580,5817000.0
New Chandigarh Mullanpur,2022,1580,5540000.0
New Chandigarh Mullanpur,2021,1580,5276190.48
New Chandigarh Mullanpur,2020,1580,5024943.31
New Chandigarh Mullanpur,2019,1580,4785660.3
New Chandigarh Mullanpur,2018,1580,4557771.71
New Chandigarh Mullanpur,2017,1580,4340734.96
New Chandigarh Mullanpur,2016,1580,4134033.3
New Chandigarh Mullanpur,2015,1580,3937174.57
New Chandigarh Mullanpur,2014,1580,3749690.07
sector 5 Mubarikpur road derabassi,2023,1210,2475000.0
sector 5 Mubarikpur road derabassi,2022,1210,2357142.86
sector 5 Mubarikpur road derabassi,2021,1210,2244897.96
sector 5 Mubarikpur road derabassi,2020,1210,2137998.06
sector 5 Mubarikpur road derabassi,2019,1210,2036188.63
sector 5 Mubarikpur road derabassi,2018,1210,1939227.26
sector 5 Mubarikpur road derabassi,2017,1210,1846883.11
sector 5 Mubarikpur road derabassi,2016,1210,1758936.29
sector 5 Mubarikpur road derabassi,2015,1210,1675177.42
sector 5 Mubarikpur road derabassi,2014,1210,1595407.07
sector 5 Mubarikpur road derabassi,2023,1500,2975000.0
sector 5 Mubarikpur road derabassi,2022,1500,2833333.33
sector 5 Mubarikpur road derabassi,2021,1500,2698412.7
sector 5 Mubarikpur road derabassi,2020,1500,2569916.86
sector 5 Mubarikpur road derabassi,2019,1500,2447539.86
sector 5 Mubarikpur road derabassi,2018,1500,2330990.35
sector 5 Mubarikpur road derabassi,2017,1500,2219990.8
sector 5 Mubarikpur road derabassi,2016,1500,2114276.96
sector 5 Mubarikpur road derabassi,2015,1500,2013597.1
sector 5 Mubarikpur road derabassi,2014,1500,1917711.53
Mohali Sector 127,2023,1350,3390000.0
Mohali Sector 127,2022,1350,3228571.43
Mohali Sector 127,2021,1350,3074829.93
Mohali Sector 127,2020,1350,2928409.46
Mohali Sector 127,2019,1350,2788961.39
Mohali Sector 127,2018,1350,2656153.7
Mohali Sector 127,2017,1350,2529670.19
Mohali Sector 127,2016,1350,2409209.71
Mohali Sector 127,2015,1350,2294485.44
Mohali Sector 127,2014,1350,2185224.23
Ambala Highway,2023,750,1690000.0
Ambala Highway,2022,750,1609523.81
Ambala Highway,2021,750,1532879.82
Ambala Highway,2020,750,1459885.54
Ambala Highway,2019,750,1390367.18
Ambala Highway,2018,750,1324159.22
Ambala Highway,2017,750,1261104.02
Ambala Highway,2016,750,1201051.45
Ambala Highway,2015,750,1143858.52
Ambala Highway,2014,750,1089389.07
sector 5 Mubarikpur road derabassi,2023,1125,2475000.0
sector 5 Mubarikpur road derabassi,2022,1125,2357142.86
sector 5 Mubarikpur road derabassi,2021,1125,2244897.96
sector 5 Mubarikpur road derabassi,2020,1125,2137998.06
sector 5 Mubarikpur road derabassi,2019,1125,2036188.63
sector 5 Mubarikpur road derabassi,2018,1125,1939227.26
sector 5 Mubarikpur road derabassi,2017,1125,1846883.11
sector 5 Mubarikpur road derabassi,2016,1125,1758936.29
sector 5 Mubarikpur road derabassi,2015,1125,1675177.42
sector 5 Mubarikpur road derabassi,2014,1125,1595407.07
sector 5 Mubarikpur road derabassi,2023,1210,2490000.0
sector 5 Mubarikpur road derabassi,2022,1210,2371428.57
sector 5 Mubarikpur road derabassi,2021,1210,2258503.4
sector 5 Mubarikpur road derabassi,2020,1210,2150955.62
sector 5 Mubarikpur road derabassi,2019,1210,2048529.16
sector 5 Mubarikpur road derabassi,2018,1210,1950980.15
sector 5 Mubarikpur road derabassi,2017,1210,1858076.34
sector 5 Mubarikpur road derabassi,2016,1210,1769596.51
sector 5 Mubarikpur road derabassi,2015,1210,1685330.01
sector 5 Mubarikpur road derabassi,2014,1210,1605076.2
sector 5 Mubarikpur road derabassi,2023,1350,3275000.0
sector 5 Mubarikpur road derabassi,2022,1350,3119047.62
sector 5 Mubarikpur road derabassi,2021,1350,2970521.54
sector 5 Mubarikpur road derabassi,2020,1350,2829068.14
sector 5 Mubarikpur road derabassi,2019,1350,2694350.6
sector 5 Mubarikpur road derabassi,2018,1350,2566048.2
sector 5 Mubarikpur road derabassi,2017,1350,2443855.42
sector 5 Mubarikpur road derabassi,2016,1350,2327481.36
sector 5 Mubarikpur road derabassi,2015,1350,2216648.91
sector 5 Mubarikpur road derabassi,2014,1350,2111094.2
Panchkula Road,2023,515,1340000.0
Panchkula Road,2022,515,1276190.48
Panchkula Road,2021,515,1215419.5
Panchkula Road,2020,515,1157542.38
Panchkula Road,2019,515,1102421.32
Panchkula Road,2018,515,1049925.06
Panchkula Road,2017,515,999928.63
Panchkula Road,2016,515,952312.98
Panchkula Road,2015,515,906964.75
Panchkula Road,2014,515,863775.95
Vip Road Zirakpur,2023,1800,4990000.0
Vip Road Zirakpur,2022,1800,4752380.95
Vip Road Zirakpur,2021,1800,4526077.1
Vip Road Zirakpur,2020,1800,4310549.62
Vip Road Zirakpur,2019,1800,4105285.35
Vip Road Zirakpur,2018,1800,3909795.57
Vip Road Zirakpur,2017,1800,3723614.83
Vip Road Zirakpur,2016,1800,3546299.84
Vip Road Zirakpur,2015,1800,3377428.42
Vip Road Zirakpur,2014,1800,3216598.49
Zirakpur Road,2023,1800,6500000.0
Zirakpur Road,2022,1800,6190476.19
Zirakpur Road,2021,1800,5895691.61
Zirakpur Road,2020,1800,5614944.39
Zirakpur Road,2019,1800,5347566.09
Zirakpur Road,2018,1800,5092920.08
Zirakpur Road,2017,1800,4850400.08
Zirakpur Road,2016,1800,4619428.65
Zirakpur Road,2015,1800,4399455.85
Zirakpur Road,2014,1800,4189957.96
Panchkula Road,2023,780,2094000.0
Panchkula Road,2022,780,1994285.71
Panchkula Road,2021,780,1899319.73
Panchkula Road,2020,780,1808875.93
Panchkula Road,2019,780,1722738.98
Panchkula Road,2018,780,1640703.79
Panchkula Road,2017,780,1562575.04
Panchkula Road,2016,780,1488166.71
Panchkula Road,2015,780,1417301.62
Panchkula Road,2014,780,1349811.07
Panchkula Road,2023,730,1962000.0
Panchkula Road,2022,730,1868571.43
Panchkula Road,2021,730,1779591.84
Panchkula Road,2020,730,1694849.37
Panchkula Road,2019,730,1614142.26
Panchkula Road,2018,730,1537278.34
Panchkula Road,2017,730,1464074.61
Panchkula Road,2016,730,1394356.77
Panchkula Road,2015,730,1327958.83
Panchkula Road,2014,730,1264722.69
Panchkula Road,2023,535,1400000.0
Panchkula Road,2022,535,1333333.33
Panchkula Road,2021,535,1269841.27
Panchkula Road,2020,535,1209372.64
Panchkula Road,2019,535,1151783.46
Panchkula Road,2018,535,1096936.63
Panchkula Road,2017,535,1044701.56
Panchkula Road,2016,535,994953.86
Panchkula Road,2015,535,947575.11
Panchkula Road,2014,535,902452.48
Panchkula Road,2023,780,2094000.0
Panchkula Road,2022,780,1994285.71
Panchkula Road,2021,780,1899319.73
Panchkula Road,2020,780,1808875.93
Panchkula Road,2019,780,1722738.98
Panchkula Road,2018,780,1640703.79
Panchkula Road,2017,780,1562575.04
Panchkula Road,2016,780,1488166.71
Panchkula Road,2015,780,1417301.62
Panchkula Road,2014,780,1349811.07
Vip Road Zirakpur,2023,1800,4990000.0
Vip Road Zirakpur,2022,1800,4752380.95
Vip Road Zirakpur,2021,1800,4526077.1
Vip Road Zirakpur,2020,1800,4310549.62
Vip Road Zirakpur,2019,1800,4105285.35
Vip Road Zirakpur,2018,1800,3909795.57
Vip Road Zirakpur,2017,1800,3723614.83
Vip Road Zirakpur,2016,1800,3546299.84
Vip Road Zirakpur,2015,1800,3377428.42
Vip Road Zirakpur,2014,1800,3216598.49
Zirakpur GAzipur Road,2023,900,3700000.0
Zirakpur GAzipur Road,2022,900,3523809.52
Zirakpur GAzipur Road,2021,900,3356009.07
Zirakpur GAzipur Road,2020,900,3196199.11
Zirakpur GAzipur Road,2019,900,3043999.16
Zirakpur GAzipur Road,2018,900,2899046.82
Zirakpur GAzipur Road,2017,900,2760996.97
Zirakpur GAzipur Road,2016,900,2629520.92
Zirakpur GAzipur Road,2015,900,2504305.64
Zirakpur GAzipur Road,2014,900,2385052.99
Panchkula Road,2023,515,1340500.0
Panchkula Road,2022,515,1276666.67
Panchkula Road,2021,515,1215873.02
Panchkula Road,2020,515,1157974.3
Panchkula Road,2019,515,1102832.67
Panchkula Road,2018,515,1050316.83
Panchkula Road,2017,515,1000301.74
Panchkula Road,2016,515,952668.32
Panchkula Road,2015,515,907303.16
Panchkula Road,2014,515,864098.25
Panchkula Road,2023,730,1962000.0
Panchkula Road,2022,730,1868571.43
Panchkula Road,2021,730,1779591.84
Panchkula Road,2020,730,1694849.37
Panchkula Road,2019,730,1614142.26
Panchkula Road,2018,730,1537278.34
Panchkula Road,2017,730,1464074.61
Panchkula Road,2016,730,1394356.77
Panchkula Road,2015,730,1327958.83
Panchkula Road,2014,730,1264722.69
Panchkula Road,2023,515,1340000.0
Panchkula Road,2022,515,1276190.48
Panchkula Road,2021,515,1215419.5
Panchkula Road,2020,515,1157542.38
Panchkula Road,2019,515,1102421.32
Panchkula Road,2018,515,1049925.06
Panchkula Road,2017,515,999928.63
Panchkula Road,2016,515,952312.98
Panchkula Road,2015,515,906964.75
Panchkula Road,2014,515,863775.95
Vip Road Zirakpur,2023,900,4990000.0
Vip Road Zirakpur,2022,900,4752380.95
Vip Road Zirakpur,2021,900,4526077.1
Vip Road Zirakpur,2020,900,4310549.62
Vip Road Zirakpur,2019,900,4105285.35
Vip Road Zirakpur,2018,900,3909795.57
Vip Road Zirakpur,2017,900,3723614.83
Vip Road Zirakpur,2016,900,3546299.84
Vip Road Zirakpur,2015,900,3377428.42
Vip Road Zirakpur,2014,900,3216598.49
Vip Road Zirakpur,2023,900,5590000.0
Vip Road Zirakpur,2022,900,5323809.52
Vip Road Zirakpur,2021,900,5070294.78
Vip Road Zirakpur,2020,900,4828852.18
Vip Road Zirakpur,2019,900,4598906.83
Vip Road Zirakpur,2018,900,4379911.27
Vip Road Zirakpur,2017,900,4171344.07
Vip Road Zirakpur,2016,900,3972708.64
Vip Road Zirakpur,2015,900,3783532.03
Vip Road Zirakpur,2014,900,3603363.84
Panchkula Road,2023,730,1962000.0
Panchkula Road,2022,730,1868571.43
Panchkula Road,2021,730,1779591.84
Panchkula Road,2020,730,1694849.37
Panchkula Road,2019,730,1614142.26
Panchkula Road,2018,730,1537278.34
Panchkula Road,2017,730,1464074.61
Panchkula Road,2016,730,1394356.77
Panchkula Road,2015,730,1327958.83
Panchkula Road,2014,730,1264722.69
Vip Road Zirakpur,2023,1710,4990000.0
Vip Road Zirakpur,2022,1710,4752380.95
Vip Road Zirakpur,2021,1710,4526077.1
Vip Road Zirakpur,2020,1710,4310549.62
Vip Road Zirakpur,2019,1710,4105285.35
Vip Road Zirakpur,2018,1710,3909795.57
Vip Road Zirakpur,2017,1710,3723614.83
Vip Road Zirakpur,2016,1710,3546299.84
Vip Road Zirakpur,2015,1710,3377428.42
Vip Road Zirakpur,2014,1710,3216598.49
Panchkula Road,2023,512,1340500.0
Panchkula Road,2022,512,1276666.67
Panchkula Road,2021,512,1215873.02
Panchkula Road,2020,512,1157974.3
Panchkula Road,2019,512,1102832.67
Panchkula Road,2018,512,1050316.83
Panchkula Road,2017,512,1000301.74
Panchkula Road,2016,512,952668.32
Panchkula Road,2015,512,907303.16
Panchkula Road,2014,512,864098.25
Vip Road Zirakpur,2023,1800,4990000.0
Vip Road Zirakpur,2022,1800,4752380.95
Vip Road Zirakpur,2021,1800,4526077.1
Vip Road Zirakpur,2020,1800,4310549.62
Vip Road Zirakpur,2019,1800,4105285.35
Vip Road Zirakpur,2018,1800,3909795.57
Vip Road Zirakpur,2017,1800,3723614.83
Vip Road Zirakpur,2016,1800,3546299.84
Vip Road Zirakpur,2015,1800,3377428.42
Vip Road Zirakpur,2014,1800,3216598.49
Panchkula Road,2023,780,2094000.0
Panchkula Road,2022,780,1994285.71
Panchkula Road,2021,780,1899319.73
Panchkula Road,2020,780,1808875.93
Panchkula Road,2019,780,1722738.98
Panchkula Road,2018,780,1640703.79
Panchkula Road,2017,780,1562575.04
Panchkula Road,2016,780,1488166.71
Panchkula Road,2015,780,1417301.62
Panchkula Road,2014,780,1349811.07
Zirakpur GAzipur Road,2023,900,2590000.0
Zirakpur GAzipur Road,2022,900,2466666.67
Zirakpur GAzipur Road,2021,900,2349206.35
Zirakpur GAzipur Road,2020,900,2237339.38
Zirakpur GAzipur Road,2019,900,2130799.41
Zirakpur GAzipur Road,2018,900,2029332.77
Zirakpur GAzipur Road,2017,900,1932697.88
Zirakpur GAzipur Road,2016,900,1840664.65
Zirakpur GAzipur Road,2015,900,1753013.95
Zirakpur GAzipur Road,2014,900,1669537.09
Panchkula Road,2023,730,1962000.0
Panchkula Road,2022,730,1868571.43
Panchkula Road,2021,730,1779591.84
Panchkula Road,2020,730,1694849.37
Panchkula Road,2019,730,1614142.26
Panchkula Road,2018,730,1537278.34
Panchkula Road,2017,730,1464074.61
Panchkula Road,2016,730,1394356.77
Panchkula Road,2015,730,1327958.83
Panchkula Road,2014,730,1264722.69
Panchkula Road,2023,515,1340000.0
Panchkula Road,2022,515,1276190.48
Panchkula Road,2021,515,1215419.5
Panchkula Road,2020,515,1157542.38
Panchkula Road,2019,515,1102421.32
Panchkula Road,2018,515,1049925.06
Panchkula Road,2017,515,999928.63
Panchkula Road,2016,515,952312.98
Panchkula Road,2015,515,906964.75
Panchkula Road,2014,515,863775.95
Panchkula Road,2023,730,1962000.0
Panchkula Road,2022,730,1868571.43
Panchkula Road,2021,730,1779591.84
Panchkula Road,2020,730,1694849.37
Panchkula Road,2019,730,1614142.26
Panchkula Road,2018,730,1537278.34
Panchkula Road,2017,730,1464074.61
Panchkula Road,2016,730,1394356.77
Panchkula Road,2015,730,1327958.83
Panchkula Road,2014,730,1264722.69
Panchkula Road,2023,780,2094000.0
Panchkula Road,2022,780,1994285.71
Panchkula Road,2021,780,1899319.73
Panchkula Road,2020,780,1808875.93
Panchkula Road,2019,780,1722738.98
Panchkula Road,2018,780,1640703.79
Panchkula Road,2017,780,1562575.04
Panchkula Road,2016,780,1488166.71
Panchkula Road,2015,780,1417301.62
Panchkula Road,2014,780,1349811.07
Patiala Road Zirakpur,2023,1017,3690000.0
Patiala Road Zirakpur,2022,1017,3514285.71
Patiala Road Zirakpur,2021,1017,3346938.78
Patiala Road Zirakpur,2020,1017,3187560.74
Patiala Road Zirakpur,2019,1017,3035772.13
Patiala Road Zirakpur,2018,1017,2891211.55
Patiala Road Zirakpur,2017,1017,2753534.81
Patiala Road Zirakpur,2016,1017,2622414.11
Patiala Road Zirakpur,2015,1017,2497537.25
Patiala Road Zirakpur,2014,1017,2378606.9
Ambala Highway,2023,1737,6190000.0
Ambala Highway,2022,1737,5895238.1
Ambala Highway,2021,1737,5614512.47
Ambala Highway,2020,1737,5347154.73
Ambala Highway,2019,1737,5092528.32
Ambala Highway,2018,1737,4850026.97
Ambala Highway,2017,1737,4619073.31
Ambala Highway,2016,1737,4399117.43
Ambala Highway,2015,1737,4189635.65
Ambala Highway,2014,1737,3990129.19
Panchkula Road,2023,515,1340500.0
